beta,SE,zval
0.08723915212575604,0.04559768497435319,1.9132364323939792
0.11149307437719849,0.040241990318302515,2.770565608095437
0.11193254183232298,0.03972705355095094,2.8175394807159986
0.1171703988196543,0.04260038394404429,2.7504540563192554
0.2054020915198282,0.0447944576659532,4.585435391395476
0.13892237758972675,0.04172763813192975,3.329265297750561
0.18067183115653893,0.04344450975993594,4.158680398395301
0.18783058942320166,0.04016195904049191,4.676828369697502
0.19001001639216514,0.04193267175616841,4.5313119444676015
0.15976590745568647,0.040339277043722324,3.9605545553660226
0.16564259784528484,0.042922977600270376,3.859065868818976
0.16384098156796092,0.03956032356721548,4.14154806619781
0.14382581979319012,0.04041177684379761,3.5590075722014305
0.14996175485622512,0.04022521824532266,3.728053231225476
0.14788713951863258,0.04290616986857099,3.4467569576039168
0.0939758800259547,0.039581371131780535,2.374245190068717
0.15750527262838102,0.040680559463143244,3.87175778079162
0.13042778494136203,0.04159270908559002,3.135832885349354
0.16768695937109157,0.044320617845093925,3.783497783293057
0.11295747741438723,0.04259968366028677,2.651603667181477
0.13791774995695133,0.04224066894508106,3.2650465393023067
0.13999914013818177,0.04137475761333422,3.3836848410457625
0.11981297845961827,0.040274538786122825,2.9749062824997905
0.08824555423585634,0.04077375871280452,2.1642732242917764
0.06366023073154471,0.04211064492780423,1.5117372541001388
0.20459852397494874,0.04036718107002153,5.068437244108004
0.17636841809433068,0.042750910940579145,4.125489123248643
0.09534758685409286,0.040689448975739596,2.343300026278121
0.1360487584450778,0.04298127146472111,3.165303254389442
0.12070001475967261,0.04302537151221848,2.805321848886205
0.13273873717652318,0.043287004687314654,3.0664800702974615
0.2221614499932133,0.040594531033649975,5.4726940880055315
0.298203705125918,0.04278126177857915,6.970428003487043
0.149743522105045,0.04294768225854064,3.486649668394312
0.19194009338675042,0.04080405240087041,4.703946840894069
0.20323773046409055,0.04049293961662243,5.019090547347199
0.14174966179895965,0.04161725986900849,3.406030628761258
0.15035409244335296,0.04146740741067893,3.6258377803632085
0.12163824366084287,0.042633086792987523,2.853141839141952
0.1447066290593399,0.044824538384728385,3.2282904470164295
0.1601120727866841,0.04177772989186058,3.832474220143738
0.15993571289733594,0.04068145155925654,3.931416081955036
0.22803590045895691,0.041699463615014754,5.468557163331182
0.16671576487390735,0.04225084605514343,3.945856247619735
0.12394650253841906,0.04047133151863639,3.0625753561219926
0.1866999913986255,0.04269772246558383,4.372598363978631
0.17171767458555245,0.04170116307913983,4.117814993784928
0.11854671086082653,0.042388802464150256,2.796651567618259
0.12292923447848259,0.04446112288896362,2.764870216739325
0.13762522691165852,0.03960729787852498,3.474744157850736
0.16223192843603446,0.04373467312745099,3.709457893128877
0.1775453509590952,0.04046802548874084,4.3872995733012115
0.11470765136166977,0.04305273189774565,2.664352441887112
0.24259652440762652,0.03986245240587858,6.0858404279173355
0.16685778307513244,0.042708299926968674,3.9069170011557417
0.18637358556451117,0.04311104755328737,4.323105007693081
0.12226621846608837,0.041168817627861155,2.9698744222215465
0.1737905099299053,0.04001264757550097,4.343389414608848
0.15482417977112242,0.046528551135413994,3.327509152832443
0.12744077285900207,0.04100856895910893,3.1076620348805073
0.09184505606723083,0.039618027695365245,2.31826421985099
0.1114971198566368,0.04015644199832791,2.7765686975275217
0.1472521721777461,0.041833037215115144,3.519997159674097
0.1450258035252823,0.0433875989582674,3.342563474525893
0.0874079294097321,0.042895080005989975,2.0377145676736412
0.1342168296529148,0.04347347969648651,3.087326586000478
0.13055639315016915,0.04066430429753339,3.2105896167535914
0.1867568747914367,0.039739616301721147,4.699513789300179
0.1385650077777632,0.04142377839664943,3.345059604436544
0.19530177132134413,0.04002176069649264,4.879889538154669
0.18739338773318356,0.04095048276762591,4.576097156083604
0.14940353066902082,0.04061178442559847,3.67882211486498
0.17707982910083914,0.04185194931625694,4.231101107447208
0.1278215742960491,0.04125136771791871,3.0986020916956445
0.1386567254763929,0.0406809185325383,3.408397117815554
0.20083313477206588,0.043335492759486886,4.634379857792203
0.11835020335431527,0.043827511153590334,2.700363316081663
0.0831307774248717,0.04444898850441665,1.8702512750455829
0.14699390750845354,0.041072758411466063,3.5788662167724783
0.21486919915245523,0.042116582368002184,5.1017719641872175
0.13835100778764745,0.04042682851496872,3.4222572699815084
0.14779745981381454,0.04080243496986955,3.6222705807375264
0.18273202664683535,0.04108832544773078,4.4472979771174215
0.13231900676819108,0.04135535508479688,3.199561616551913
0.11739401793766623,0.04140375400758046,2.835347198618101
0.08694158479416234,0.04172140130091902,2.083860610699268
0.15421882908336054,0.043012207073869824,3.5854665355465896
0.13645311056146206,0.041161917999103056,3.3150328554766437
0.19394297450794812,0.039712309646573025,4.883699191358527
0.12123778413083,0.04143569856332635,2.925925912544754
0.14879815159632206,0.039867415320309865,3.7323250178327725
0.13718110151366725,0.04174101523783139,3.2864821502792547
0.15636306564646585,0.040686312551756504,3.8431368153001952
0.10066791083836621,0.04175681675923329,2.410813817988328
0.14390493398558898,0.04042919464122481,3.55943113046462
0.10474693738092887,0.04080654115350438,2.5669153625860157
0.2027597235492124,0.041637638423994844,4.869625925575224
0.10506756285663757,0.04192910453822763,2.5058384626565373
0.1533644654302827,0.04113064490150248,3.7287153118447796
0.1279240213211994,0.0407756025730908,3.1372686912938668
0.19322440649584324,0.04326455747845451,4.466113090190922
0.10968809504378005,0.03963506373426081,2.767450956536874
0.14365682532484175,0.04163511518842895,3.450376555335344
0.1433508286217761,0.0415354726888477,3.4512867999758163
0.10031006601815215,0.04062332016008088,2.4692729600354864
0.08737665987725929,0.041396458722662705,2.1107278876834092
0.17454350190000342,0.04124705971956217,4.2316592524829835
0.09798859685960913,0.04002175293269248,2.448383433489376
0.17447209659233232,0.03960225416694087,4.405610242711335
0.19041782426337667,0.040463710343952256,4.705891344238448
0.20489682783190716,0.04105057262044668,4.991326910988109
0.12759568505233687,0.04413194862113185,2.8912316142605086
0.1577428862422069,0.042160550886713895,3.7414806714946556
0.15313721531724472,0.04121605634095312,3.715474718164252
0.1447202573945795,0.03991755453549523,3.6254790424571794
0.08715252033837553,0.040638804079891705,2.144564101026267
0.16497652139951455,0.04183317222338584,3.943677054146239
0.14128508304913462,0.03991800453915757,3.539382408520471
0.11200862816926808,0.040872590597794155,2.7404337853571987
0.1239916297358321,0.04239818459705309,2.924456103822195
0.16893795439633738,0.03980511570806618,4.2441267005814405
0.14065525631052062,0.04062339501258125,3.4624200234116094
0.11830771500133672,0.0424252680632967,2.788614436680202
0.15421084437371255,0.04133389826275149,3.730856533139566
0.20985915586501572,0.0426032097280271,4.925900118904821
0.09174503987949172,0.04691578642868978,1.9555259937705767
0.12843876100764928,0.04167839031898273,3.081663183838242
0.16813162516713243,0.041913671218122575,4.011379110461598
0.1353638758705818,0.04086552067383748,3.312422639881917
0.1293077202925828,0.04180439094088,3.0931612058515694
0.10015445581235265,0.04187418139269799,2.3917949552995337
0.2596525416416885,0.042214297976304174,6.150819842780217
0.138407359435093,0.04251988019465862,3.2551211057382012
0.11490685160644294,0.04104081835741658,2.799818722076673
0.15199258610665367,0.04133722566938769,3.676893735498362
0.13527409231013443,0.04075601651797045,3.319119577117856
0.15619969544711576,0.043875450585349744,3.5600704576985405
0.1341651096731914,0.0417195117374108,3.2158839853555286
0.17474688694600202,0.04132261900060969,4.2288434560119175
0.16060619992958264,0.04077523248910215,3.938817515571672
0.269313942916256,0.04201708327819187,6.4096296530901284
0.10814510121677332,0.04082461230493629,2.6490172254176434
0.17204517289276972,0.041137582968518605,4.182189629965156
0.16239725712474903,0.0398400140757366,4.076234933452304
0.2011232454673345,0.04367999473018084,4.6044704608988365
0.23781853087507354,0.042390361523219934,5.610202940703985
0.11467569444139383,0.041842365890093776,2.7406599029942385
0.06198771088876137,0.040803989900549203,1.5191580784095589
0.144931754912208,0.039981022326750444,3.6250137309579817
0.0865077795252544,0.04078836610447012,2.1208934749601003
0.18178323382048683,0.0413388457279538,4.397395007513791
0.14227309717647782,0.03967483033518647,3.585978716846582
0.1606905960053468,0.041622309277782654,3.860684301126006
0.15178662597095122,0.04114055186316945,3.6894649949223517
0.22021126193558394,0.04026074118209883,5.469627619113397
0.13110011249012807,0.04016710080727473,3.2638679380709577
0.18446738085288275,0.03908501119339633,4.719645081847891
0.1392588232897153,0.04130802445843957,3.371229322037055
0.1753720561862857,0.041366771563656514,4.239442662727924
0.18520775587153077,0.042316590866985575,4.376717312925734
0.09219018253847572,0.04013743069645141,2.2968630761566495
0.16596785986513524,0.04056202119901134,4.0917058607814285
0.13115821387712276,0.04106530663882011,3.193893449541065
0.17405465456347027,0.04154634020816327,4.189410034467271
0.14364066889314026,0.04034790046114676,3.560053119280887
0.24571048750758728,0.04168780505016191,5.894061517797109
0.09029518096458658,0.0390978421869331,2.3094671192561145
0.15771755038575436,0.04130087266774133,3.818746195862879
0.16171542732021535,0.043862341434543844,3.6868854245171727
0.16421919985799593,0.0411572930468541,3.99003888985231
0.14649669582571323,0.04042719130695506,3.6237168868199374
0.06296680396859809,0.03909020179151777,1.610807851656098
0.11523027470529512,0.04077603900995278,2.8259310492902276
0.14932492368617772,0.04074264604891715,3.665076723462993
0.18015447606005602,0.04008823443989825,4.493948874953578
0.08413829426233227,0.04228662357798111,1.9897141730214556
0.14922417491632642,0.04236404659348883,3.5224249550150746
0.10544455998135288,0.041301375766746244,2.55305199945062
0.05801338594126517,0.04266734666783972,1.3596670632671997
0.16833418797856883,0.04046108803796553,4.160396967590618
0.2025608989914432,0.042706905624611845,4.743047898902515
0.11498149963468164,0.04143862719020675,2.77474200839007
0.1817137615150496,0.04122792936609902,4.407540332706341
0.27227124143762893,0.04324685221877025,6.2957470305655265
0.18140476311917036,0.04225070902091248,4.293531808646856
0.10843734129483468,0.04020092479069991,2.6973842482330306
0.1284130441873551,0.04244179888593466,3.02562680089207
0.13557613356063083,0.04031251268680936,3.363127836112102
0.21416775770416585,0.04161743526881321,5.1461065853968275
0.14117931163663708,0.04147474923170452,3.403982284447797
0.05832308021331594,0.03967049092462233,1.4701880126498883
0.18251045984037517,0.04196981168920313,4.348612788446858
0.15161214411187462,0.04170493111946514,3.6353529436981127
0.12383576868268824,0.04146194753491525,2.9867330418670206
0.19103668831193432,0.043801768923146044,4.361392085491445
0.16195415492981968,0.040116919616596414,4.037053604255773
0.1016626240954653,0.04466581038954816,2.2760725308423924
0.13843197394820034,0.04019996524139846,3.4435844189646523
0.10259662878753441,0.04634898402566142,2.213568019759206
0.07827840602100986,0.04125389616800811,1.8974791060271732
